player,style,skill,footwork,results,time,x,y,recorder,unicode,match_year,match,match_winner,match_result,opponent,games,file_order,record_year
Kao_Cheng_jui,forehand,serve,no move,won,00:00:02:16,151000,323000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,1,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:00:07:23,164000,301000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,2,112
Mattias_Falck,forehand,push,step,continue,00:00:07:83,219000,160000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,3,112
Kao_Cheng_jui,forehand,drive,step,continue,00:00:08:46,146000,339000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,4,112
Mattias_Falck,forehand,block,step,continue,00:00:09:13,117000,117000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,5,112
Kao_Cheng_jui,backhand,drive,step,continue,00:00:09:69,210000,362000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,6,112
Mattias_Falck,backhand,block,step,continue,00:00:10:13,131000,122000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,7,112
Kao_Cheng_jui,backhand,drive,step,continue,00:00:10:59,194000,342000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,8,112
Mattias_Falck,backhand,drive,step,won,00:00:10:96,245000,156000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,9,112
Mattias_Falck,forehand,serve,no move,continue,00:00:16:33,140000,181000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,10,112
Kao_Cheng_jui,forehand,push,step,continue,00:00:16:73,117000,312000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,11,112
Mattias_Falck,forehand,push,step,continue,00:00:17:39,120000,156000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,12,112
Kao_Cheng_jui,backhand,drive,step,continue,00:00:17:89,214000,314000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,13,112
Mattias_Falck,backhand,block,step,continue,00:00:18:36,117000,129000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,14,112
Kao_Cheng_jui,backhand,drive,step,won,00:00:18:69,248000,357000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,15,112
Mattias_Falck,forehand,serve,no move,continue,00:00:23:93,155000,180000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,16,112
Kao_Cheng_jui,forehand,push,step,continue,00:00:24:36,152000,302000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,17,112
Mattias_Falck,forehand,push,step,continue,00:00:24:93,197000,184000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,18,112
Kao_Cheng_jui,forehand,push,step,continue,00:00:25:73,209000,365000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,19,112
Mattias_Falck,forehand,drive,step,continue,00:00:26:26,220000,143000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,20,112
Kao_Cheng_jui,forehand,drive,step,won,00:00:26:76,243000,316000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,21,112
Kao_Cheng_jui,forehand,serve,no move,won,00:00:32:09,210000,362000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,22,112
Kao_Cheng_jui,forehand,serve,no move,won,00:00:38:06,152000,305000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,23,112
Mattias_Falck,forehand,serve,no move,continue,00:00:44:13,194000,193000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,24,112
Kao_Cheng_jui,forehand,push,step,continue,00:00:44:69,191000,323000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,25,112
Mattias_Falck,forehand,drive,step,continue,00:00:45:46,237000,137000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,26,112
Kao_Cheng_jui,forehand,drive,step,won,00:00:45:89,224000,344000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,27,112
Mattias_Falck,forehand,serve,no move,continue,00:00:49:93,176000,198000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,28,112
Kao_Cheng_jui,forehand,push,step,continue,00:00:50:56,159000,324000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,29,112
Mattias_Falck,forehand,filp,step,continue,00:00:51:06,155000,181000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,30,112
Kao_Cheng_jui,backhand,drive,step,won,00:00:51:79,227000,364000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,31,112
Kao_Cheng_jui,forehand,serve,no move,won,00:00:56:63,151000,312000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,32,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:01:02:36,135000,314000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,33,112
Mattias_Falck,forehand,push,step,continue,00:01:02:83,198000,176000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,34,112
Kao_Cheng_jui,forehand,push,step,continue,00:01:03:43,175000,307000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,35,112
Mattias_Falck,forehand,push,step,continue,00:01:04:19,188000,162000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,36,112
Kao_Cheng_jui,forehand,drive,step,won,00:01:04:59,175000,321000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,37,112
Mattias_Falck,forehand,serve,no move,continue,00:01:08:29,2e+05,171000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,38,112
Kao_Cheng_jui,forehand,push,step,continue,00:01:08:83,174000,303000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,39,112
Mattias_Falck,forehand,push,step,continue,00:01:09:66,125000,125000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,40,112
Kao_Cheng_jui,backhand,drive,step,continue,00:01:10:09,230000,351000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,41,112
Mattias_Falck,backhand,block,step,continue,00:01:10:49,161000,164000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,42,112
Kao_Cheng_jui,forehand,drive,step,won,00:01:11:06,225000,359000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,43,112
Mattias_Falck,forehand,serve,no move,continue,00:01:15:29,158000,185000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,1,44,112
Kao_Cheng_jui,backhand,push,step,won,00:01:15:76,202000,318000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,1,45,112
Mattias_Falck,forehand,serve,no move,continue,00:01:20:19,181000,321000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,1,112
Kao_Cheng_jui,forehand,push,step,continue,00:01:20:66,159000,171000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,2,112
Mattias_Falck,forehand,drive,step,won,00:01:21:36,108000,349000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,3,112
Mattias_Falck,forehand,serve,no move,continue,00:01:27:63,163000,301000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,4,112
Kao_Cheng_jui,forehand,push,step,continue,00:01:28:09,205000,188000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,5,112
Mattias_Falck,forehand,push,step,continue,00:01:28:69,225000,341000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,6,112
Kao_Cheng_jui,backhand,drive,step,won,00:01:29:16,231000,177000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,7,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:01:34:19,206000,177000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,8,112
Mattias_Falck,forehand,push,step,continue,00:01:34:76,182000,362000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,9,112
Kao_Cheng_jui,backhand,drive,step,continue,00:01:35:29,163000,188000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,10,112
Mattias_Falck,backhand,block,step,continue,00:01:35:76,210000,333000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,11,112
Kao_Cheng_jui,backhand,drive,step,won,00:01:36:19,224000,176000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,12,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:01:41:83,144000,166000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,13,112
Mattias_Falck,forehand,push,step,continue,00:01:42:33,121000,311000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,14,112
Kao_Cheng_jui,forehand,push,step,continue,00:01:42:89,152000,139000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,15,112
Mattias_Falck,backhand,drive,step,continue,00:01:43:33,223000,312000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,16,112
Kao_Cheng_jui,backhand,block,step,won,00:01:43:73,173000,156000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,17,112
Mattias_Falck,forehand,serve,no move,continue,00:01:47:83,204000,348000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,18,112
Kao_Cheng_jui,backhand,block,step,continue,00:01:48:29,137000,159000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,19,112
Mattias_Falck,backhand,drive,step,continue,00:01:48:73,212000,352000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,20,112
Kao_Cheng_jui,backhand,block,step,won,00:01:49:13,178000,124000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,21,112
Mattias_Falck,forehand,serve,no move,continue,00:01:53:56,136000,322000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,22,112
Kao_Cheng_jui,forehand,push,step,continue,00:01:54:06,159000,188000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,23,112
Mattias_Falck,forehand,push,step,continue,00:01:54:56,134000,303000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,24,112
Kao_Cheng_jui,forehand,push,step,continue,00:01:55:29,190000,163000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,25,112
Mattias_Falck,forehand,push,step,continue,00:01:55:83,160000,292000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,26,112
Kao_Cheng_jui,forehand,push,step,continue,00:01:56:56,135000,130000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,27,112
Mattias_Falck,backhand,drive,step,continue,00:01:56:99,193000,353000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,28,112
Kao_Cheng_jui,backhand,block,step,continue,00:01:57:43,157000,123000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,29,112
Mattias_Falck,backhand,drive,step,continue,00:01:57:76,125000,324000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,30,112
Kao_Cheng_jui,forehand,drive,step,continue,00:01:58:33,241000,134000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,31,112
Mattias_Falck,forehand,drive,step,continue,00:01:58:69,123000,350000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,32,112
Kao_Cheng_jui,forehand,drive,cross,continue,00:01:59:36,213000,131000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,33,112
Mattias_Falck,forehand,drive,step,continue,00:01:59:73,201000,342000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,34,112
Kao_Cheng_jui,backhand,drive,step,won,00:02:00:46,129000,184000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,35,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:02:04:26,122000,168000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,36,112
Mattias_Falck,forehand,push,step,continue,00:02:04:73,184000,319000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,37,112
Kao_Cheng_jui,backhand,drive,step,continue,00:02:05:26,131000,144000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,38,112
Mattias_Falck,backhand,block,step,continue,00:02:05:66,194000,335000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,39,112
Kao_Cheng_jui,backhand,drive,step,continue,00:02:06:03,155000,130000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,40,112
Mattias_Falck,forehand,drive,step,continue,00:02:06:46,189000,347000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,41,112
Kao_Cheng_jui,backhand,drive,step,won,00:02:06:83,165000,139000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,42,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:02:12:36,239000,176000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,43,112
Mattias_Falck,forehand,push,step,continue,00:02:12:96,156000,344000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,44,112
Kao_Cheng_jui,forehand,drive,step,continue,00:02:13:63,160000,163000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,45,112
Mattias_Falck,forehand,block,step,won,00:02:14:26,210000,333000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,46,112
Mattias_Falck,forehand,serve,no move,continue,00:02:18:63,192000,316000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,47,112
Kao_Cheng_jui,forehand,push,step,continue,00:02:19:13,149000,130000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,48,112
Mattias_Falck,forehand,drive,step,continue,00:02:19:76,201000,346000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,49,112
Kao_Cheng_jui,backhand,drive,step,won,00:02:20:06,163000,116000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,50,112
Mattias_Falck,forehand,serve,no move,continue,00:02:25:13,126000,309000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,51,112
Kao_Cheng_jui,forehand,push,step,continue,00:02:25:69,160000,169000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,52,112
Mattias_Falck,forehand,push,step,continue,00:02:26:16,152000,291000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,53,112
Kao_Cheng_jui,forehand,push,step,continue,00:02:26:86,172000,190000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,54,112
Mattias_Falck,forehand,filp,step,continue,00:02:27:33,116000,346000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,55,112
Kao_Cheng_jui,forehand,drive,cross,won,00:02:27:93,127000,148000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,56,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:02:32:76,190000,171000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,57,112
Mattias_Falck,forehand,push,step,continue,00:02:33:29,137000,330000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,58,112
Kao_Cheng_jui,forehand,drive,step,won,00:02:33:73,120000,116000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,59,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:02:38:49,197000,181000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,60,112
Mattias_Falck,forehand,push,step,continue,00:02:38:99,189000,354000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,61,112
Kao_Cheng_jui,backhand,drive,step,continue,00:02:39:56,143000,140000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,62,112
Mattias_Falck,backhand,drive,step,continue,00:02:39:89,129000,338000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,63,112
Kao_Cheng_jui,forehand,block,step,continue,00:02:40:66,152000,110000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,64,112
Mattias_Falck,forehand,drive,step,continue,00:02:41:06,183000,315000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,65,112
Kao_Cheng_jui,backhand,block,step,won,00:02:41:76,109000,127000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,66,112
Mattias_Falck,forehand,serve,no move,continue,00:02:46:63,154000,299000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,67,112
Kao_Cheng_jui,backhand,push,step,continue,00:02:47:13,121000,168000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,68,112
Mattias_Falck,backhand,drive,step,continue,00:02:47:73,234000,360000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,2,69,112
Kao_Cheng_jui,backhand,block,step,won,00:02:48:09,138000,126000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,2,70,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:02:52:36,159000,313000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,1,112
Mattias_Falck,forehand,drive,step,won,00:02:52:96,222000,144000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,3,2,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:02:57:66,169000,329000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,3,112
Mattias_Falck,forehand,push,step,continue,00:02:58:16,195000,185000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,3,4,112
Kao_Cheng_jui,forehand,push,step,won,00:02:58:73,168000,310000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,5,112
Mattias_Falck,forehand,serve,no move,continue,00:03:04:83,156000,167000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,3,6,112
Kao_Cheng_jui,forehand,push,step,continue,00:03:05:33,170000,304000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,7,112
Mattias_Falck,forehand,push,step,continue,00:03:05:83,197000,204000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,3,8,112
Kao_Cheng_jui,forehand,push,step,continue,00:03:06:59,189000,304000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,9,112
Mattias_Falck,forehand,push,step,continue,00:03:07:19,2e+05,202000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,3,10,112
Kao_Cheng_jui,forehand,push,step,continue,00:03:07:83,196000,329000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,11,112
Mattias_Falck,backhand,drive,step,continue,00:03:08:39,121000,183000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,3,12,112
Kao_Cheng_jui,backhand,drive,step,won,00:03:08:76,203000,358000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,13,112
Mattias_Falck,forehand,serve,no move,continue,00:03:12:53,217000,189000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,3,14,112
Kao_Cheng_jui,forehand,push,step,continue,00:03:13:03,195000,329000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,15,112
Mattias_Falck,forehand,drive,step,continue,00:03:13:73,167000,170000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,3,16,112
Kao_Cheng_jui,forehand,drive,step,won,00:03:14:29,237000,341000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,17,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:03:18:23,212000,303000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,18,112
Mattias_Falck,forehand,push,step,continue,00:03:18:76,149000,140000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,3,19,112
Kao_Cheng_jui,backhand,drive,step,won,00:03:19:33,186000,353000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,20,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:03:24:19,208000,321000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,21,112
Mattias_Falck,forehand,push,step,continue,00:03:24:63,198000,195000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,3,22,112
Kao_Cheng_jui,backhand,push,step,continue,00:03:25:26,188000,314000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,23,112
Mattias_Falck,forehand,push,step,continue,00:03:25:73,198000,195000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,3,24,112
Kao_Cheng_jui,forehand,push,step,continue,00:03:26:39,186000,349000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,25,112
Mattias_Falck,forehand,drive,step,won,00:03:27:03,144000,124000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,3,26,112
Mattias_Falck,forehand,serve,no move,continue,00:03:31:89,141000,155000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,3,27,112
Kao_Cheng_jui,forehand,push,step,continue,00:03:32:36,183000,297000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,28,112
Mattias_Falck,forehand,push,step,continue,00:03:32:93,226000,180000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,3,29,112
Kao_Cheng_jui,forehand,filp,step,won,00:03:33:39,113000,360000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,30,112
Mattias_Falck,forehand,serve,no move,won,00:03:37:03,132000,145000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,3,31,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:03:41:56,111000,301000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,32,112
Mattias_Falck,forehand,push,step,continue,00:03:42:13,178000,148000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,3,33,112
Kao_Cheng_jui,backhand,drive,step,won,00:03:42:63,219000,352000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,34,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:03:47:69,207000,317000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,35,112
Mattias_Falck,forehand,push,step,continue,00:03:48:23,146000,136000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Kao_Cheng_jui,3,36,112
Kao_Cheng_jui,backhand,drive,step,won,00:03:48:76,189000,325000.0,主文,14,2024,ITTFWorlds MT R16,Kao_Cheng_jui,3-0,Mattias_Falck,3,37,112
